,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
1879,2012-03-04,Саратовская область,Калининская,29385,29500,0,15320,4505,9675,4505,15318,230,19593,643,538,301,105,32,0,0,0,879,4.43,2420,12.21,420,2.12,469,2.37,15405,77.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1880,2012-03-04,Саратовская область,Красноармейская,33678,34940,0,18589,4855,11496,4855,18588,258,23185,1051,1026,312,25,49,0,0,0,1425,6.08,3753,16.01,839,3.58,1114,4.75,16054,68.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1881,2012-03-04,Саратовская область,Краснокутская,27303,26973,0,14850,2002,10121,2002,14847,189,16660,583,582,135,1,31,0,0,0,970,5.76,2847,16.9,636,3.77,644,3.82,11563,68.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1882,2012-03-04,Саратовская область,Краснопартизанская,11082,12050,0,6378,1392,4280,1392,6376,116,7652,635,635,124,0,25,0,0,0,468,6.02,1592,20.49,217,2.79,268,3.45,5107,65.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1883,2012-03-04,Саратовская область,Лысогорская,15788,16141,0,8948,1636,5557,1636,8947,142,10441,490,457,128,33,10,0,0,0,655,6.19,2218,20.96,442,4.18,351,3.32,6775,64.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1884,2012-03-04,Саратовская область,Марксовская,48308,43696,0,35655,4859,3182,4859,35653,106,40406,2181,2181,578,0,219,0,0,0,814,2.01,2902,7.16,549,1.36,514,1.27,35627,87.94,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1885,2012-03-04,Саратовская область,Новобурасская,12513,12130,0,6946,1871,3313,1871,6946,159,8658,839,838,165,1,11,0,0,0,550,6.24,1532,17.38,216,2.45,400,4.54,5960,67.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1886,2012-03-04,Саратовская область,Новоузенская,24274,25253,0,13788,3304,8161,3302,13788,152,16938,833,827,211,6,38,0,0,0,758,4.44,2736,16.01,497,2.91,492,2.88,12455,72.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1887,2012-03-04,Саратовская область,Озинская,16407,16650,0,10614,2163,3873,2163,10614,120,12657,285,277,56,8,10,0,0,0,529,4.14,1613,12.62,276,2.16,320,2.5,9919,77.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1888,2012-03-04,Саратовская область,Перелюбская,12330,13280,0,6660,1662,4958,1662,6660,106,8216,556,556,118,0,144,0,0,0,453,5.44,1339,16.09,217,2.61,288,3.46,5919,71.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1889,2012-03-04,Саратовская область,Петровская,35202,34695,0,17877,2099,14719,2099,17872,250,19721,820,779,425,41,32,0,0,0,1270,6.36,3955,19.8,999,5.0,893,4.47,12604,63.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1890,2012-03-04,Саратовская область,Питерская,13502,14105,0,7562,1695,4848,1695,7561,65,9191,341,341,70,0,11,0,0,0,405,4.38,1730,18.69,288,3.11,330,3.57,6438,69.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1891,2012-03-04,Саратовская область,Пугачевская,45583,46235,0,24508,3939,17789,3939,24505,298,28146,884,847,402,37,116,0,0,1,2024,7.12,5271,18.53,1099,3.86,1321,4.64,18431,64.8,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1892,2012-03-04,Саратовская область,Ровенская,12586,14188,0,6864,1983,5341,1983,6864,103,8744,790,790,58,0,10,0,0,0,398,4.5,1371,15.5,214,2.42,304,3.44,6457,72.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1893,2012-03-04,Саратовская область,Романовская,11867,13116,0,6156,1892,5068,1892,6156,47,8001,476,429,72,47,22,0,0,0,462,5.74,1302,16.18,201,2.5,189,2.35,5847,72.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1894,2012-03-04,Саратовская область,Ртищевская,45708,46118,0,22667,4762,18689,4762,22666,176,27252,673,610,324,63,57,0,0,0,1767,6.44,3940,14.36,977,3.56,946,3.45,19622,71.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1895,2012-03-04,Саратовская область,Самойловская,17239,17690,0,8922,2763,6005,2763,8921,101,11583,282,258,97,24,28,0,0,0,785,6.72,2220,19.0,373,3.19,357,3.06,7848,67.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1896,2012-03-04,Саратовская область,"Саратов, Волжская",69430,68038,0,40300,4697,23041,4697,40082,683,44096,3423,3363,4268,60,773,0,0,0,2027,4.53,7061,15.77,1823,4.07,4365,9.75,28820,64.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1897,2012-03-04,Саратовская область,"Саратов, Заводская",152824,153197,0,79882,7062,66253,7000,78740,506,85234,5502,5334,3171,168,301,0,0,0,3419,3.99,13614,15.88,2765,3.22,2920,3.41,62516,72.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1898,2012-03-04,Саратовская область,"Саратов, Кировская",110540,102100,0,62789,7148,32158,7147,62722,574,69295,4157,3968,3539,189,342,0,5,0,3529,5.05,11438,16.37,2734,3.91,4959,7.1,46635,66.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1899,2012-03-04,Саратовская область,"Саратов, Ленинская",211810,206750,0,114329,4773,87648,4772,114248,1022,117998,7126,6834,4903,292,362,0,0,0,6400,5.38,20165,16.94,4990,4.19,5254,4.41,81189,68.21,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1900,2012-03-04,Саратовская область,"Саратов, Октябрьская",99627,92183,0,63154,4063,24966,4063,63090,547,66606,3860,3527,4676,333,136,0,0,0,2317,3.45,10369,15.44,1913,2.85,3969,5.91,48038,71.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1901,2012-03-04,Саратовская область,"Саратов, Фрунзенская",39276,33679,0,22813,1615,9251,1615,22799,301,24113,1745,1522,2730,223,131,0,0,0,1172,4.8,4250,17.41,1088,4.46,2585,10.59,15018,61.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1902,2012-03-04,Саратовская область,Саратовская,36592,37425,0,30372,3295,3758,3295,30364,80,33579,690,690,314,0,30,0,0,0,426,1.27,996,2.96,293,0.87,222,0.66,31642,94.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1903,2012-03-04,Саратовская область,Советская,21870,22455,0,13674,3377,5404,3377,13500,94,16783,762,740,101,22,38,0,0,0,762,4.52,1757,10.41,602,3.57,567,3.36,13095,77.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1904,2012-03-04,Саратовская область,Татищевская,22786,23116,0,15795,3789,3532,3789,15795,142,19442,435,432,218,3,15,0,0,0,1067,5.45,1151,5.88,331,1.69,319,1.63,16574,84.63,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1905,2012-03-04,Саратовская область,Светловская,10405,10080,641,6791,263,2385,904,6788,84,7608,218,157,57,61,12,0,0,0,886,11.52,959,12.47,218,2.83,590,7.67,4955,64.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1906,2012-03-04,Саратовская область,Турковская,10973,11223,0,4375,3625,3223,3625,4375,50,7950,177,147,29,30,13,0,0,0,348,4.35,1243,15.54,190,2.38,133,1.66,6036,75.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1907,2012-03-04,Саратовская область,Федоровская,16299,16970,0,8040,1363,7567,1363,8040,97,9306,432,393,113,39,6,0,0,0,669,7.11,2122,22.57,296,3.15,401,4.26,5818,61.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1908,2012-03-04,Саратовская область,Хвалынская,20196,20268,0,11447,5995,2826,5995,11447,110,17332,268,249,250,19,30,0,0,0,461,2.64,1124,6.44,216,1.24,257,1.47,15274,87.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1909,2012-03-04,Саратовская область,Энгельсская,212329,184212,0,144068,9092,31052,9091,143536,1355,151272,8381,8278,5567,103,365,0,0,0,6773,4.44,23592,15.46,4500,2.95,7030,4.61,109377,71.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1910,2012-03-04,Саратовская область,Шиханская городская,5319,5480,0,3141,259,2080,259,3141,47,3353,80,58,36,22,3,0,0,0,209,6.15,725,21.32,146,4.29,204,6.0,2069,60.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1911,2012-03-04,Саратовская область,Михайловская,1489,1480,0,962,160,358,160,962,10,1112,38,26,111,12,2,0,0,0,71,6.33,101,9.0,9,0.8,35,3.12,896,79.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1912,2012-03-04,Орловская область,Болховская,15575,15665,0,9291,2403,3971,2403,9289,102,11590,384,357,111,27,2,0,0,0,722,6.18,2600,22.24,263,2.25,401,3.43,7604,65.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1913,2012-03-04,Орловская область,Верховская,15970,16261,0,7782,1880,6599,1880,7749,95,9534,282,273,64,9,18,0,0,0,765,7.94,2961,30.75,269,2.79,331,3.44,5208,54.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1914,2012-03-04,Орловская область,Глазуновская,11194,11450,0,6095,2379,2976,2378,6095,60,8413,187,173,97,14,13,0,0,0,587,6.93,1775,20.95,251,2.96,289,3.41,5511,65.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1915,2012-03-04,Орловская область,Дмитровская,11115,11239,0,5846,1314,4079,1314,5846,94,7066,196,173,90,23,4,0,0,0,519,7.25,2204,30.78,227,3.17,241,3.37,3875,54.12,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1916,2012-03-04,Орловская область,Должанская,9528,10073,0,5050,2995,2028,2995,5050,68,7977,387,346,66,41,13,0,0,0,509,6.33,1333,16.57,164,2.04,164,2.04,5807,72.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1917,2012-03-04,Орловская область,Залегощенская,12778,12655,0,6872,1819,3964,1819,6861,85,8595,280,209,137,71,4,0,0,0,589,6.79,2226,25.65,176,2.03,318,3.66,5286,60.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1918,2012-03-04,Орловская область,Знаменская,4431,4576,0,2521,675,1380,675,2521,30,3166,199,151,64,48,1,0,0,0,155,4.85,806,25.22,74,2.32,73,2.28,2058,64.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1919,2012-03-04,Орловская область,Колпнянская,13104,13555,0,7272,3017,3266,3017,7272,66,10223,286,284,61,2,14,0,0,0,692,6.73,1834,17.82,214,2.08,331,3.22,7152,69.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1920,2012-03-04,Орловская область,Корсаковская,3808,3916,0,1879,901,1136,901,1879,18,2762,170,88,28,82,4,0,0,0,162,5.83,729,26.22,67,2.41,90,3.24,1714,61.65,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1921,2012-03-04,Орловская область,Краснозоренская,5941,6060,0,2687,1315,2058,1315,2687,28,3974,151,94,44,57,0,0,0,0,305,7.62,1012,25.29,110,2.75,173,4.32,2374,59.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1922,2012-03-04,Орловская область,Кромская,17048,17530,0,9419,2355,5756,2355,9419,132,11642,299,267,112,32,1,0,0,0,1036,8.8,3013,25.59,424,3.6,557,4.73,6612,56.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1923,2012-03-04,Орловская область,Ливенская,25272,26330,0,13999,5096,7235,5096,13998,187,18907,1087,1041,268,46,12,0,0,0,1328,6.96,5080,26.61,378,1.98,660,3.46,11461,60.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1924,2012-03-04,Орловская область,Ливенская городская,41002,39520,0,26804,2217,10499,2217,26803,304,28716,675,473,278,202,29,0,0,0,1867,6.43,10046,34.62,763,2.63,1349,4.65,14691,50.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1925,2012-03-04,Орловская область,Малоархангельская,10309,10632,0,4866,3189,2577,3189,4866,40,8015,266,213,88,53,8,0,0,0,687,8.53,1651,20.5,205,2.55,328,4.07,5144,63.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
1926,2012-03-04,Орловская область,Мценская,15592,16595,0,8629,3753,4213,3753,8625,134,12244,1139,1139,198,0,11,0,0,0,859,6.94,2637,21.3,352,2.84,497,4.02,7899,63.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793924&vrn=100100031793505&prver=0&pronetvd=null&region=57&sub_region=57&type=0&report_mode=null
