,vote_date,region,commission_name,voters_number,issued_ballots_number,turned_ballots_number,bad_ballots_number,for_votes_number,for_votes_percent,against_votes_number,against_votes_percent,link
1921,"
						Дата голосования:  01.07.2020",город Москва,район Новокосино ,55065,25308,25298,248,16464,"65,08%",8586,"33,94%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1922,"
						Дата голосования:  01.07.2020",город Москва,район Новогиреево ,50333,29794,29766,312,20780,"69,81%",8674,"29,14%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1923,"
						Дата голосования:  01.07.2020",город Москва,район Перово,73924,33239,33214,284,21578,"64,97%",11352,"34,18%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1924,"
						Дата голосования:  01.07.2020",город Москва,район Восточный,6705,3476,3465,46,2375,"68,54%",1044,"30,13%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1925,"
						Дата голосования:  01.07.2020",город Москва,район Преображенское,44498,18620,18590,115,10954,"58,92%",7521,"40,46%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1926,"
						Дата голосования:  01.07.2020",город Москва,район Северное Измайлово,46627,22294,22269,224,14085,"63,25%",7960,"35,74%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1927,"
						Дата голосования:  01.07.2020",город Москва,район Соколиная гора,52004,24647,24593,250,14923,"60,68%",9420,"38,3%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1928,"
						Дата голосования:  01.07.2020",город Москва,район Сокольники,34767,17439,17434,150,10382,"59,55%",6902,"39,59%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1929,"
						Дата голосования:  01.07.2020",город Москва,район Внуково,15172,9298,9298,74,7036,"75,67%",2188,"23,53%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1930,"
						Дата голосования:  01.07.2020",город Москва,район Дорогомилово,36277,18302,18244,122,12097,"66,31%",6025,"33,02%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1931,"
						Дата голосования:  01.07.2020",город Москва,район Крылатское,47856,32233,31727,296,21456,"67,63%",9975,"31,44%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1932,"
						Дата голосования:  01.07.2020",город Москва,район Кунцево,79792,48840,48510,351,34716,"71,56%",13443,"27,71%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1933,"
						Дата голосования:  01.07.2020",город Москва,Можайский район,79145,39977,39562,264,27124,"68,56%",12174,"30,77%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1934,"
						Дата голосования:  01.07.2020",город Москва,район Ново-Переделкино,64701,33961,33915,336,24064,"70,95%",9515,"28,06%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1935,"
						Дата голосования:  01.07.2020",город Москва,район Очаково-Матвеевское,69611,32901,32826,519,20043,"61,06%",12264,"37,36%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1936,"
						Дата голосования:  01.07.2020",город Москва,район Проспект Вернадского,35046,23370,23355,223,16478,"70,55%",6654,"28,49%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1937,"
						Дата голосования:  01.07.2020",город Москва,район Раменки,71615,32226,32138,667,19909,"61,95%",11562,"35,98%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1938,"
						Дата голосования:  01.07.2020",город Москва,район Солнцево,68594,35634,35600,295,25562,"71,8%",9743,"27,37%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1939,"
						Дата голосования:  01.07.2020",город Москва,район Тропарево-Никулино,64143,25704,25656,170,15269,"59,51%",10217,"39,82%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1940,"
						Дата голосования:  01.07.2020",город Москва,район Филевский парк,45312,18847,18363,177,10481,"57,08%",7705,"41,96%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1941,"
						Дата голосования:  01.07.2020",город Москва,район Фили-Давыдково,58841,29240,29190,244,19703,"67,5%",9243,"31,66%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1942,"
						Дата голосования:  01.07.2020",город Москва,район Силино,25577,14907,14898,123,10293,"69,09%",4482,"30,08%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1943,"
						Дата голосования:  01.07.2020",город Москва,район Крюково,63214,39613,39579,498,26113,"65,98%",12968,"32,76%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1944,"
						Дата голосования:  01.07.2020",город Москва,район Старое Крюково,19692,10590,10577,102,7176,"67,85%",3299,"31,19%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1945,"
						Дата голосования:  01.07.2020",город Москва,район Матушкино,25792,14289,14275,106,9856,"69,04%",4313,"30,21%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1946,"
						Дата голосования:  01.07.2020",город Москва,район Аэропорт,41912,23168,23130,411,14431,"62,39%",8288,"35,83%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1947,"
						Дата голосования:  01.07.2020",город Москва,район Беговой ,25757,12426,12422,102,7309,"58,84%",5011,"40,34%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1948,"
						Дата голосования:  01.07.2020",город Москва,Бескудниковский район ,43902,26479,26448,187,18245,"68,98%",8016,"30,31%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1949,"
						Дата голосования:  01.07.2020",город Москва,район Савелки,21867,12436,12398,169,8549,"68,95%",3680,"29,68%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1950,"
						Дата голосования:  01.07.2020",город Москва,Войковский район,45039,22006,21982,253,15806,"71,9%",5923,"26,94%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1951,"
						Дата голосования:  01.07.2020",город Москва,район Восточное Дегунино,51493,26996,26980,197,19241,"71,32%",7542,"27,95%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1952,"
						Дата голосования:  01.07.2020",город Москва,Головинский район,59096,29663,29553,341,19792,"66,97%",9420,"31,87%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1953,"
						Дата голосования:  01.07.2020",город Москва,Дмитровский район,50670,30150,30068,233,22060,"73,37%",7775,"25,86%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1954,"
						Дата голосования:  01.07.2020",город Москва,район Западное Дегунино,49148,22729,22681,207,14897,"65,68%",7577,"33,41%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1955,"
						Дата голосования:  01.07.2020",город Москва,район Коптево,54448,23328,23297,166,16591,"71,22%",6540,"28,07%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1956,"
						Дата голосования:  01.07.2020",город Москва,Левобережный район,30940,17092,17078,133,12072,"70,69%",4873,"28,53%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1957,"
						Дата голосования:  01.07.2020",город Москва,Молжаниновский район,7572,3438,3438,25,2003,"58,26%",1410,"41,01%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1958,"
						Дата голосования:  01.07.2020",город Москва,Савеловский район,34275,16388,16377,117,11211,"68,46%",5049,"30,83%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1959,"
						Дата голосования:  01.07.2020",город Москва,район Сокол,29331,13200,13135,155,7890,"60,07%",5090,"38,75%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1960,"
						Дата голосования:  01.07.2020",город Москва,Тимирязевский район,44741,24668,24587,192,16621,"67,6%",7774,"31,62%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
1961,"
						Дата голосования:  01.07.2020",город Москва,район Ховрино,55366,23777,23544,175,14129,"60,01%",9240,"39,25%",http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100163598083&vrn=100100163596966&prver=0&pronetvd=null&region=77&sub_region=77&type=0&report_mode=null
